,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
88,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,False
89,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True
90,True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False
91,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True
92,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True
93,False,True,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False
94,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True
95,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True,True,False,False,True,False
96,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False
97,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True
98,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
99,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
100,True,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False
101,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,False
102,False,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False
103,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True
104,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True
105,True,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,False
106,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,False
107,True,True,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False
108,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True
109,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True
110,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False
111,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True,False,False
112,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True
113,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False
114,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False
115,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True
116,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True
117,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True
118,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True
119,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False
120,False,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False
121,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
122,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,False
123,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
124,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True
125,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False
126,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,True,False,True
127,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True
128,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,True
129,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,True
130,False,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True
131,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
132,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False
133,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,True
134,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True
135,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,True
136,False,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False
137,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,True
138,False,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,True,False,False,True
139,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,True,True,False
140,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
141,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True
142,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False
143,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
144,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False
145,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,False,True,True
146,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False
147,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,False,True,True
148,False,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False
149,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False
150,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,True
151,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False
152,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False
153,True,False,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True
154,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True
155,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
156,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False
157,True,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True
158,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True
159,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
160,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,True,False
161,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,True,False
162,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True
163,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False
164,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
165,False,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
166,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True
167,True,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False
168,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True
169,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
170,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False
171,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,True
172,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False
173,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
174,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False,True,False,False
175,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False
176,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,False,False
177,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True,True,True,False
178,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False
179,False,False,True,True,False,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False
180,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False
181,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False
182,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,True
183,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False
184,True,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True
185,False,False,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False
186,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,False
187,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True
188,True,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True
189,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False
190,True,False,True,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False,True,True
191,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True
192,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False
193,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False
194,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False
195,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,True
196,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False
197,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False
198,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True
199,False,False,False,True,False,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True
200,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False
201,False,True,False,True,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True
202,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
203,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False
204,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
205,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True
206,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True
207,False,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False,False,False,True
208,False,True,True,True,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True
209,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
210,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False
211,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,False,True
212,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
213,True,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False
214,False,False,False,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False
215,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
216,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True
217,True,True,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,False
218,False,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,True
219,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False
220,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True
221,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,False
222,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False
223,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,True
224,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False
225,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False
226,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
227,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True
228,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False
229,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True
230,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,True
231,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True
232,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False
233,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False
234,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False
235,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True
236,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,True,True,False
237,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True
238,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
239,False,True,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,True,True,False
240,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True
241,True,False,True,False,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False
242,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,True
243,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True
244,True,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False
245,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False
246,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False
247,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False
248,False,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False
249,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False
250,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True
251,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True
252,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True
253,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
254,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True
255,True,False,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False
256,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True
257,False,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True
258,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True
259,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False
260,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False
261,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True
262,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True
263,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
264,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False
265,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True
266,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
267,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,True
268,False,True,True,True,False,False,True,False,False,False,True,False,True,True,True,False,True,True,False,True
269,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True
270,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True
271,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False
272,False,True,True,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False
273,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False
274,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,True,True,False
275,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False
276,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True
277,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,True
278,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True
279,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False
280,False,False,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True
281,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True
282,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
283,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True
284,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True
285,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True
286,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True
287,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True
288,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True
289,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True
290,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
291,True,False,True,True,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False
292,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
293,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,False,True
294,True,True,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,True
295,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True
296,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
297,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False
298,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
299,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False
300,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False
301,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,True,True
302,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
303,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False
304,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
305,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,False
306,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
307,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False
308,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True
309,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False
310,True,False,True,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False
311,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,True,False,True,False
312,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False
313,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False
314,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,True
315,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
316,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True
317,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True
318,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
319,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,False,False,True
320,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
321,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True
322,True,False,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False
323,False,True,False,True,False,False,True,True,True,True,True,False,False,True,False,True,True,True,True,False
324,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False
325,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True
326,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True
327,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
328,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False
329,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False
330,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
